ID	Group	Population_Count
PX272603	Papuan	494.0
PX272604	Gende	43.0
PX272606	Gende	43.0
PX272607	Gende	43.0
PX272609	Papuan	494.0
PX272610	Papuan	494.0
PX272611	Papuan	494.0
PX272612	Gende	43.0
PX272613	Gende	43.0
PX272614	Gende	43.0
PX272615	Gende	43.0
PX272617	Papuan	494.0
PX272618	Papuan	494.0
PX272619	Papuan	494.0
PX272620	Papuan	494.0
PX272621	Papuan	494.0
PX272622	Gende	43.0
PX272623	Papuan	494.0
PX272624	Papuan	494.0
PX272626	Papuan	494.0
PX272627	Papuan	494.0
PX272628	Papuan	494.0
PX272629	Gende	43.0
PX272630	Papuan	494.0
PX272631	Papuan	494.0
PX272632	Papuan	494.0
PX272633	Papuan	494.0
PX272634	Gende	43.0
PX272635	Papuan	494.0
PX272636	Papuan	494.0
PX272637	Gende	43.0
PX272638	Papuan	494.0
PX272639	Papuan	494.0
PX272640	Papuan	494.0
PX272641	Papuan	494.0
PX272642	Papuan	494.0
PX272643	Papuan	494.0
PX272644	Gende	43.0
PX272645	Papuan	494.0
PX272646	Papuan	494.0
PX272648	Papuan	494.0
PX272649	Gende	43.0
PX272650	Papuan	494.0
PX272651	Gende	43.0
PX272652	Papuan	494.0
PX272653	Gende	43.0
PX272654	Papuan	494.0
PX272657	Papuan	494.0
PX272658	Gende	43.0
PX272659	Gende	43.0
PX272661	Gende	43.0
PX272662	Papuan	494.0
PX272663	Papuan	494.0
PX272664	Papuan	494.0
PX272665	Papuan	494.0
PX272666	Gende	43.0
PX272667	Gende	43.0
PX272668	Gende	43.0
PX272669	Gende	43.0
PX272670	Gende	43.0
PX272671	Papuan	494.0
PX272672	Papuan	494.0
PX272674	Gende	43.0
PX272675	Gende	43.0
PX272676	Gende	43.0
PX272677	Papuan	494.0
PX272678	Papuan	494.0
PX272679	Papuan	494.0
PX272680	Papuan	494.0
PX272681	Papuan	494.0
PX272682	Gende	43.0
PX272683	Gende	43.0
PX272684	Gende	43.0
PX272685	Papuan	494.0
PX272686	Papuan	494.0
PX272688	Papuan	494.0
PX272689	Gende	43.0
PX272690	Gende	43.0
PX272691	Gende	43.0
PX272692	Papuan	494.0
PX272693	Gende	43.0
PX272694	Gende	43.0
PX272698	Papuan	494.0
PX272699	Papuan	494.0
PX272700	Papuan	494.0
PX272701	Gende	43.0
PX272702	Gende	43.0
PX272703	Papuan	494.0
PX272704	Papuan	494.0
PX272705	Papuan	494.0
PX272706	Papuan	494.0
PX272707	Papuan	494.0
PX272708	Papuan	494.0
PX272709	Papuan	494.0
PX272710	Papuan	494.0
PX272712	Papuan	494.0
PX272714	Papuan	494.0
PX272717	Gende	43.0
PX272719	Papuan	494.0
PX272720	Papuan	494.0
PX272721	Papuan	494.0
PX272722	Papuan	494.0
PX272723	Papuan	494.0
PX272725	Papuan	494.0
PX272726	Papuan	494.0
PX272727	Papuan	494.0
PX272728	Papuan	494.0
PX272729	Papuan	494.0
PX272730	Papuan	494.0
PX272731	Gende	43.0
PX272732	Papuan	494.0
PX272733	Papuan	494.0
PX272734	Papuan	494.0
PX272735	Papuan	494.0
PX272736	Papuan	494.0
PX272738	Papuan	494.0
PX272739	Papuan	494.0
PX272743	Papuan	494.0
PX272744	Papuan	494.0
PX272745	Papuan	494.0
PX272746	Gende	43.0
PX272747	Papuan	494.0
PX272748	Papuan	494.0
PX272751	Papuan	494.0
PX272752	Papuan	494.0
PX272753	Gende	43.0
PX272754	Papuan	494.0
PX272755	Papuan	494.0
PX272756	Papuan	494.0
PX272757	Papuan	494.0
PX272758	Papuan	494.0
PX272759	Papuan	494.0
PX272760	Papuan	494.0
PX272761	Papuan	494.0
PX272762	Papuan	494.0
PX272763	Papuan	494.0
PX272764	Papuan	494.0
PX272765	Papuan	494.0
PX272766	Papuan	494.0
PX272767	Papuan	494.0
PX272768	Papuan	494.0
PX272769	Gende	43.0
PX272771	Papuan	494.0
PX272772	Papuan	494.0
PX272773	Papuan	494.0
PX272774	Papuan	494.0
PX272775	Papuan	494.0
PX272776	Gende	43.0
PX272777	Papuan	494.0
PX272778	Papuan	494.0
PX272779	Papuan	494.0
PX272780	Papuan	494.0
PX272781	Papuan	494.0
PX272782	Papuan	494.0
PX272783	Papuan	494.0
PX272784	Papuan	494.0
PX272785	Huli	37.0
PX272786	Papuan	494.0
PX272788	Papuan	494.0
PX272789	Papuan	494.0
PX272790	Huli	37.0
PX272791	Papuan	494.0
PX272792	Papuan	494.0
PX272793	Papuan	494.0
PX272796	Papuan	494.0
PX272797	Papuan	494.0
PX272799	Papuan	494.0
PX272800	Papuan	494.0
PX272803	Papuan	494.0
PX272804	Papuan	494.0
PX272805	Papuan	494.0
PX272806	Papuan	494.0
PX272807	Papuan	494.0
PX272809	Papuan	494.0
PX272810	Papuan	494.0
PX272811	Papuan	494.0
PX272813	Papuan	494.0
PX272814	Huli	37.0
PX272816	Papuan	494.0
PX272817	Papuan	494.0
PX272818	Papuan	494.0
PX272819	Papuan	494.0
PX272821	Papuan	494.0
PX272822	Papuan	494.0
PX272823	Huli	37.0
PX272824	Papuan	494.0
PX272825	Papuan	494.0
PX272826	Papuan	494.0
PX272827	Papuan	494.0
PX272828	Papuan	494.0
PX272829	Papuan	494.0
PX272830	Papuan	494.0
PX272831	Papuan	494.0
PX272832	Papuan	494.0
PX272833	Papuan	494.0
PX272834	Papuan	494.0
PX272835	Papuan	494.0
PX272836	Papuan	494.0
PX272837	Huli	37.0
PX272839	Papuan	494.0
PX272840	Papuan	494.0
PX272841	Papuan	494.0
PX272842	Papuan	494.0
PX272843	Huli	37.0
PX272845	Papuan	494.0
PX272846	Papuan	494.0
PX272847	Papuan	494.0
PX272849	Papuan	494.0
PX272850	Huli	37.0
PX272851	Papuan	494.0
PX272852	Papuan	494.0
PX272853	Papuan	494.0
PX272854	Papuan	494.0
PX272855	Papuan	494.0
PX272856	Papuan	494.0
PX272857	Papuan	494.0
PX272858	Huli	37.0
PX272859	Huli	37.0
PX272860	Papuan	494.0
PX272861	Papuan	494.0
PX272862	Papuan	494.0
PX272863	Papuan	494.0
PX272864	Papuan	494.0
PX272865	Huli	37.0
PX272867	Papuan	494.0
PX272868	Papuan	494.0
PX272869	Papuan	494.0
PX272870	Papuan	494.0
PX272871	Huli	37.0
PX272872	Huli	37.0
PX272873	Huli	37.0
PX272876	Papuan	494.0
PX272877	Papuan	494.0
PX272878	Papuan	494.0
PX272880	Huli	37.0
PX272882	Papuan	494.0
PX272883	Papuan	494.0
PX272884	Papuan	494.0
PX272885	Papuan	494.0
PX272886	Huli	37.0
PX272887	Huli	37.0
PX272888	Huli	37.0
PX272889	Papuan	494.0
PX272890	Papuan	494.0
PX272891	Papuan	494.0
PX272892	Papuan	494.0
PX272893	Papuan	494.0
PX272894	Huli	37.0
PX272896	Papuan	494.0
PX272897	Papuan	494.0
PX272898	Papuan	494.0
PX272899	Papuan	494.0
PX272900	Papuan	494.0
PX272901	Papuan	494.0
PX272902	Huli	37.0
PX272903	Huli	37.0
PX272904	Papuan	494.0
PX272905	Papuan	494.0
PX272906	Papuan	494.0
PX272907	Papuan	494.0
PX272908	Papuan	494.0
PX272909	Huli	37.0
PX272910	Huli	37.0
PX272912	Papuan	494.0
PX272913	Papuan	494.0
PX272914	Papuan	494.0
PX272915	Papuan	494.0
PX272916	Papuan	494.0
PX272917	Huli	37.0
PX272918	Huli	37.0
PX272920	Papuan	494.0
PX272921	Papuan	494.0
PX272922	Papuan	494.0
PX272923	Papuan	494.0
PX272924	Papuan	494.0
PX272925	Huli	37.0
PX272926	Huli	37.0
PX272927	Papuan	494.0
PX272929	Papuan	494.0
PX272930	Papuan	494.0
PX272931	Papuan	494.0
PX272932	Huli	37.0
PX272933	Huli	37.0
PX272934	Papuan	494.0
PX272935	Huli	37.0
PX272936	Papuan	494.0
PX272937	Papuan	494.0
PX272938	Papuan	494.0
PX272939	Huli	37.0
PX272940	Huli	37.0
PX272942	Papuan	494.0
PX272943	Papuan	494.0
PX272944	Papuan	494.0
PX272945	Papuan	494.0
PX272946	Huli	37.0
PX272947	Huli	37.0
PX272949	Papuan	494.0
PX272950	Papuan	494.0
PX272951	Papuan	494.0
PX272952	Huli	37.0
PX272953	Huli	37.0
PX272954	Huli	37.0
PX272955	Papuan	494.0
PX272956	Papuan	494.0
PX272957	Papuan	494.0
PX272958	Papuan	494.0
PX272959	Papuan	494.0
PX272960	Papuan	494.0
PX272961	Papuan	494.0
PX272963	Papuan	494.0
PX272964	Papuan	494.0
PX272965	Papuan	494.0
PX272966	Papuan	494.0
PX272969	Papuan	494.0
PX272970	Papuan	494.0
PX272971	Papuan	494.0
PX272972	Papuan	494.0
PX272974	Papuan	494.0
PX272976	Papuan	494.0
PX272977	Papuan	494.0
PX272978	Papuan	494.0
PX272979	Papuan	494.0
PX272980	Papuan	494.0
PX272982	Papuan	494.0
PX272983	Papuan	494.0
PX272984	Huli	37.0
PX272985	Papuan	494.0
PX272986	Papuan	494.0
PX272987	Papuan	494.0
PX272988	Papuan	494.0
PX272989	Papuan	494.0
PX272990	Papuan	494.0
PX272991	Papuan	494.0
PX272992	Papuan	494.0
PX272993	Papuan	494.0
PX272995	Papuan	494.0
PX272996	Papuan	494.0
PX272997	Papuan	494.0
PX272998	Papuan	494.0
PX272999	Papuan	494.0
PX273000	Papuan	494.0
PX273001	Papuan	494.0
PX273002	Papuan	494.0
PX273003	Papuan	494.0
PX273005	Papuan	494.0
PX273006	Papuan	494.0
PX273007	Papuan	494.0
PX273008	Papuan	494.0
PX273009	Papuan	494.0
PX273010	Papuan	494.0
PX273011	Papuan	494.0
PX273012	Papuan	494.0
PX273014	Papuan	494.0
PX273015	Papuan	494.0
PX273016	Papuan	494.0
PX273017	Papuan	494.0
PX273018	Papuan	494.0
PX273019	Papuan	494.0
PX273020	Papuan	494.0
PX273021	Papuan	494.0
PX273022	Papuan	494.0
PX273023	Papuan	494.0
PX273024	Papuan	494.0
PX273025	Papuan	494.0
PX273026	Papuan	494.0
PX273027	Papuan	494.0
PX273029	Papuan	494.0
PX273030	Papuan	494.0
PX273031	Papuan	494.0
PX273032	Papuan	494.0
PX273033	Papuan	494.0
PX273034	Papuan	494.0
PX273035	Papuan	494.0
PX273036	Papuan	494.0
PX273037	Papuan	494.0
PX273038	Papuan	494.0
PX273039	Papuan	494.0
PX273040	Papuan	494.0
PX273041	Papuan	494.0
PX273042	Papuan	494.0
PX273044	Papuan	494.0
PX273045	Papuan	494.0
PX273047	Papuan	494.0
PX273048	Papuan	494.0
PX273051	Papuan	494.0
PX273052	Papuan	494.0
PX273053	Papuan	494.0
PX273054	Papuan	494.0
PX273055	Papuan	494.0
PX273056	Papuan	494.0
PX273057	Papuan	494.0
PX273058	Papuan	494.0
PX273059	Papuan	494.0
PX273060	Papuan	494.0
PX273061	Papuan	494.0
PX273063	Papuan	494.0
PX273065	Papuan	494.0
PX273066	Papuan	494.0
PX273067	Papuan	494.0
PX273068	Papuan	494.0
PX273072	Papuan	494.0
PX273073	Papuan	494.0
PX273074	Papuan	494.0
PX273075	Papuan	494.0
PX273076	Papuan	494.0
PX273077	Papuan	494.0
PX273078	Papuan	494.0
PX273079	Papuan	494.0
PX273081	Papuan	494.0
PX273082	Papuan	494.0
PX273083	Papuan	494.0
PX273084	Papuan	494.0
PX273085	Papuan	494.0
PX273086	Papuan	494.0
PX273087	Papuan	494.0
PX273088	Papuan	494.0
PX273089	Papuan	494.0
PX273090	Papuan	494.0
PX273091	Papuan	494.0
PX273092	Papuan	494.0
PX273093	Papuan	494.0
PX273094	Papuan	494.0
PX273095	Papuan	494.0
PX273096	Papuan	494.0
PX273097	Papuan	494.0
PX273098	Papuan	494.0
PX273099	Papuan	494.0
PX273100	Papuan	494.0
PX273101	Papuan	494.0
PX273102	Papuan	494.0
PX273103	Papuan	494.0
PX273104	Papuan	494.0
PX273105	Papuan	494.0
PX273106	Papuan	494.0
PX273107	Papuan	494.0
PX273109	Papuan	494.0
PX273110	Papuan	494.0
PX273111	Papuan	494.0
PX273112	Papuan	494.0
PX273113	Papuan	494.0
PX273114	Papuan	494.0
PX273115	Papuan	494.0
PX273116	Papuan	494.0
PX273117	Papuan	494.0
PX273118	Papuan	494.0
PX273119	Papuan	494.0
PX273120	Papuan	494.0
PX273121	Papuan	494.0
PX273122	Papuan	494.0
PX273123	Papuan	494.0
PX273124	Papuan	494.0
PX273125	Papuan	494.0
PX273126	Papuan	494.0
PX273127	Papuan	494.0
PX273128	Papuan	494.0
PX273129	Papuan	494.0
PX273130	Papuan	494.0
PX273131	Papuan	494.0
PX273132	Papuan	494.0
PX273133	Papuan	494.0
PX273134	Papuan	494.0
PX273135	Papuan	494.0
PX273136	Papuan	494.0
PX273137	Papuan	494.0
PX273138	Papuan	494.0
PX273139	Papuan	494.0
PX273140	Papuan	494.0
PX273141	Papuan	494.0
PX273142	Papuan	494.0
PX273143	Papuan	494.0
PX273144	Papuan	494.0
PX273145	Papuan	494.0
PX273146	Papuan	494.0
PX273147	Papuan	494.0
PX273148	Papuan	494.0
PX273149	Papuan	494.0
PX273150	Papuan	494.0
PX273151	Papuan	494.0
PX273152	Papuan	494.0
PX273153	Papuan	494.0
PX273155	Papuan	494.0
PX273156	Papuan	494.0
PX273157	Papuan	494.0
PX273158	Papuan	494.0
PX273159	Papuan	494.0
PX273160	Papuan	494.0
PX273161	Papuan	494.0
PX273162	Papuan	494.0
PX273163	Papuan	494.0
PX273164	Papuan	494.0
PX273165	Papuan	494.0
PX273166	Papuan	494.0
PX273167	Papuan	494.0
PX273168	Papuan	494.0
PX273169	Papuan	494.0
PX273170	Papuan	494.0
PX273171	Papuan	494.0
PX273172	Papuan	494.0
PX273173	Papuan	494.0
PX273174	Papuan	494.0
PX273175	Papuan	494.0
PX273176	Papuan	494.0
PX273177	Papuan	494.0
PX273178	Papuan	494.0
PX273179	Papuan	494.0
PX273180	Papuan	494.0
PX273181	Papuan	494.0
PX273182	Papuan	494.0
PX273183	Papuan	494.0
PX273185	Papuan	494.0
PX273186	Papuan	494.0
PX273187	Papuan	494.0
PX273188	Papuan	494.0
PX273189	Papuan	494.0
PX273191	Papuan	494.0
PX273192	Papuan	494.0
PX273193	Papuan	494.0
PX273194	Papuan	494.0
PX273195	Papuan	494.0
PX273196	Papuan	494.0
PX273197	Papuan	494.0
PX273198	Papuan	494.0
PX273199	Papuan	494.0
PX273201	Papuan	494.0
PX273202	Papuan	494.0
PX273203	Papuan	494.0
PX273205	Papuan	494.0
PX273206	Papuan	494.0
PX273207	Papuan	494.0
PX273208	Papuan	494.0
PX273209	Papuan	494.0
PX273210	Papuan	494.0
PX273211	Papuan	494.0
PX273212	Papuan	494.0
PX273213	Papuan	494.0
PX273214	Papuan	494.0
PX273215	Papuan	494.0
PX273216	Papuan	494.0
PX273217	Papuan	494.0
PX273218	Papuan	494.0
PX273219	Papuan	494.0
PX273220	Papuan	494.0
PX273223	Papuan	494.0
PX273224	Papuan	494.0
PX273225	Papuan	494.0
PX273226	Gende	43.0
PX273228	Papuan	494.0
PX273229	Ni-Vanuatu	320.0
PX273230	Ni-Vanuatu	320.0
PX273231	Ni-Vanuatu	320.0
PX273232	Ni-Vanuatu	320.0
PX273233	Ni-Vanuatu	320.0
PX273234	Ni-Vanuatu	320.0
PX273235	Ni-Vanuatu	320.0
PX273236	Ni-Vanuatu	320.0
PX273237	Ni-Vanuatu	320.0
PX273238	Ni-Vanuatu	320.0
PX273239	Ni-Vanuatu	320.0
PX273240	Ni-Vanuatu	320.0
PX273241	Ni-Vanuatu	320.0
PX273242	Ni-Vanuatu	320.0
PX273243	Ni-Vanuatu	320.0
PX273244	Ni-Vanuatu	320.0
PX273245	Ni-Vanuatu	320.0
PX273246	Ni-Vanuatu	320.0
PX273247	Ni-Vanuatu	320.0
PX273248	Ni-Vanuatu	320.0
PX273249	Ni-Vanuatu	320.0
PX273250	Ni-Vanuatu	320.0
PX273251	Ni-Vanuatu	320.0
PX273252	Ni-Vanuatu	320.0
PX273253	Ni-Vanuatu	320.0
PX273254	Ni-Vanuatu	320.0
PX273255	Ni-Vanuatu	320.0
PX273256	Ni-Vanuatu	320.0
PX273257	Ni-Vanuatu	320.0
PX273258	Ni-Vanuatu	320.0
PX273259	Ni-Vanuatu	320.0
PX272545	Malaysian	37.0
PX272546	Malaysian	37.0
PX272547	Malaysian	37.0
PX272548	Malaysian	37.0
PX272549	Malaysian	37.0
PX272550	Malaysian	37.0
PX272551	Malaysian	37.0
PX272552	Malaysian	37.0
PX272553	Malaysian	37.0
PX272554	Malaysian	37.0
PX272555	Malaysian	37.0
PX272556	Malaysian	37.0
PX272557	Malaysian	37.0
PX272574	Malaysian	37.0
PX272314	Ni-Vanuatu	320.0
PX272575	Papuan	494.0
PX272576	Papuan	494.0
PX272577	Papuan	494.0
YHC01495	Han	7581.0
YHC05616	Han	7581.0
YHC01364	Han	7581.0
YHC03206	Han	7581.0
YHC02372	Han	7581.0
YHC06695	Han	7581.0
YHC06898	Han	7581.0
YHC05396	Han	7581.0
YHC05263	Han	7581.0
YHC03228	Han	7581.0
YHC00342	Han	7581.0
YHC01809	Han	7581.0
YHC03329	Han	7581.0
YHC04821	Han	7581.0
YHC02405	Han	7581.0
YHC03425	Han	7581.0
YHC07503	Han	7581.0
YHC03661	Han	7581.0
YHC07533	Han	7581.0
YHC05968	Han	7581.0
YHC03668	Han	7581.0
YHC04563	Han	7581.0
YHC04451	Han	7581.0
YHC04306	Han	7581.0
YHC03604	Han	7581.0
YHC07149	Han	7581.0
YHC01361	Han	7581.0
YHC05461	Han	7581.0
YHC00158	Han	7581.0
YHC00657	Han	7581.0
YHC06692	Han	7581.0
YHC02330	Han	7581.0
YHC06766	Han	7581.0
YHC06113	Han	7581.0
YHC04838	Han	7581.0
YHC04045	Han	7581.0
YHC04232	Han	7581.0
YHC05648	Han	7581.0
YHC01557	Han	7581.0
YHC00144	Han	7581.0
YHC04993	Han	7581.0
YHC07446	Han	7581.0
YHC06728	Han	7581.0
YHC05791	Han	7581.0
YHC06595	Han	7581.0
YHC05764	Han	7581.0
YHC03340	Han	7581.0
YHC06408	Han	7581.0
YHC06238	Han	7581.0
YHC04913	Han	7581.0
YHC01984	Han	7581.0
YHC01418	Han	7581.0
YHC03090	Han	7581.0
YHC05970	Han	7581.0
YHC05800	Han	7581.0
YHC03561	Han	7581.0
YHC04593	Han	7581.0
YHC06302	Han	7581.0
YHC04672	Han	7581.0
YHC05811	Han	7581.0
YHC03445	Han	7581.0
YHC02187	Han	7581.0
YHC00016	Han	7581.0
YHC05394	Han	7581.0
YHC06713	Han	7581.0
YHC06163	Han	7581.0
YHC00882	Han	7581.0
YHC02247	Han	7581.0
YHC03838	Han	7581.0
YHC07908	Han	7581.0
YHC06963	Han	7581.0
YHC06800	Han	7581.0
YHC01423	Han	7581.0
YHC03366	Han	7581.0
YHC00983	Han	7581.0
YHC03631	Han	7581.0
YHC05310	Han	7581.0
YHC03842	Han	7581.0
YHC07526	Han	7581.0
YHC00905	Han	7581.0
YHC03110	Han	7581.0
YHC00375	Han	7581.0
YHC07119	Han	7581.0
YHC03088	Han	7581.0
YHC05641	Han	7581.0
YHC03774	Han	7581.0
YHC03354	Han	7581.0
YHC04782	Han	7581.0
YHC02620	Han	7581.0
YHC05349	Han	7581.0
YHC06980	Han	7581.0
YHC06701	Han	7581.0
YHC05320	Han	7581.0
YHC06285	Han	7581.0
YHC03640	Han	7581.0
YHC02153	Han	7581.0
YHC02434	Han	7581.0
YHC06417	Han	7581.0
YHC06522	Han	7581.0
YHC00918	Han	7581.0
YHC00384	Han	7581.0
YHC00975	Han	7581.0
YHC03792	Han	7581.0
YHC03912	Han	7581.0
YHC03023	Han	7581.0
YHC04058	Han	7581.0
YHC00581	Han	7581.0
YHC03934	Han	7581.0
YHC00091	Han	7581.0
YHC00334	Han	7581.0
YHC06184	Han	7581.0
YHC06852	Dong	49.0
YHC03118	Han	7581.0
YHC06761	Han	7581.0
YHC02006	Han	7581.0
YHC03468	Han	7581.0
YHC04635	Han	7581.0
YHC06274	Han	7581.0
YHC05288	Han	7581.0
YHC02310	Han	7581.0
YHC03285	Han	7581.0
YHC05570	Han	7581.0
YHC03491	Han	7581.0
YHC03939	Man	23.0
YHC04187	Han	7581.0
YHC01350	Han	7581.0
YHC01993	Han	7581.0
YHC04650	Han	7581.0
YHC03067	Han	7581.0
YHC05784	Han	7581.0
YHC01617	Han	7581.0
YHC02049	Han	7581.0
YHC03533	Han	7581.0
YHC03975	Han	7581.0
YHC06517	Han	7581.0
YHC03665	Han	7581.0
YHC00064	Han	7581.0
YHC06092	Man	23.0
YHC00965	Han	7581.0
YHC00588	Han	7581.0
YHC06778	Han	7581.0
YHC06634	Mongol	306.0
YHC06733	Han	7581.0
YHC01672	Han	7581.0
YHC06427	Han	7581.0
YHC06084	Han	7581.0
YHC05569	Han	7581.0
YHC02296	Han	7581.0
YHC07064	Han	7581.0
YHC00105	Han	7581.0
YHC06236	Han	7581.0
YHC02571	Han	7581.0
YHC02366	Han	7581.0
YHC03634	Han	7581.0
YHC03529	Han	7581.0
YHC07494	Han	7581.0
YHC04278	Han	7581.0
YHC02506	Han	7581.0
YHC00155	Han	7581.0
YHC04354	Han	7581.0
YHC02542	Han	7581.0
YHC03184	Han	7581.0
YHC00658	Han	7581.0
YHC06173	Han	7581.0
YHC07072	Han	7581.0
YHC03591	Han	7581.0
YHC06892	Han	7581.0
YHC03984	Han	7581.0
YHC06718	Han	7581.0
YHC03899	Han	7581.0
YHC02454	Han	7581.0
YHC03233	Han	7581.0
YHC05456	Han	7581.0
YHC06673	Han	7581.0
YHC00170	Han	7581.0
YHC02036	Han	7581.0
YHC05615	Han	7581.0
YHC01419	Han	7581.0
YHC00273	Han	7581.0
YHC02091	Han	7581.0
YHC01011	Han	7581.0
YHC07532	Han	7581.0
YHC01491	Han	7581.0
YHC06655	Han	7581.0
YHC07869	Zang	525.0
YHC05952	Han	7581.0
YHC01663	Han	7581.0
YHC07887	Han	7581.0
YHC01813	Han	7581.0
YHC04432	Han	7581.0
YHC05321	Han	7581.0
YHC05057	Han	7581.0
YHC07502	Han	7581.0
YHC03784	Han	7581.0
YHC01467	Han	7581.0
YHC02052	Han	7581.0
YHC02174	Han	7581.0
YHC01368	Han	7581.0
YHC01445	Han	7581.0
YHC05951	Han	7581.0
YHC03028	Han	7581.0
YHC06889	Han	7581.0
YHC05471	Han	7581.0
YHC05163	Han	7581.0
YHC07781	Han	7581.0
YHC02758	Han	7581.0
YHC02984	Han	7581.0
YHC07809	Han	7581.0
YHC04963	Han	7581.0
YHC02694	Han	7581.0
YHC07396	Han	7581.0
YHC07694	Han	7581.0
YHC02945	Han	7581.0
YHC07186	Han	7581.0
YHC07176	Han	7581.0
YHC07791	Han	7581.0
YHC05115	Han	7581.0
YHC05252	Han	7581.0
YHC02893	Han	7581.0
YHC07235	Han	7581.0
YHC05223	Han	7581.0
YHC07812	Han	7581.0
YHC07657	Han	7581.0
YHC07757	Han	7581.0
YHC07758	Han	7581.0
YHC07727	Han	7581.0
YHC07825	Han	7581.0
YHC07659	Han	7581.0
YHC07735	Han	7581.0
YHC05128	Han	7581.0
YHC02879	Han	7581.0
YHC05006	Han	7581.0
YHC07301	Han	7581.0
YHC07350	Han	7581.0
YHC07811	Han	7581.0
YHC05121	Han	7581.0
YHC02180	Han	7581.0
YHC05248	Han	7581.0
YHC05197	Han	7581.0
YHC07292	Han	7581.0
YHC05206	Han	7581.0
YHC07858	Han	7581.0
YHC02806	Han	7581.0
YHC07707	Han	7581.0
YHC07790	Han	7581.0
YHC07633	Han	7581.0
YHC05129	Han	7581.0
YHC05143	Han	7581.0
YHC07411	Han	7581.0
YHC04953	Han	7581.0
YHC04985	Han	7581.0
YHC02820	Han	7581.0
YHC05012	Han	7581.0
YHC07755	Han	7581.0
YHC05238	Han	7581.0
YHC07911	Han	7581.0
YHC07639	Han	7581.0
YHC02932	Han	7581.0
YHC02654	Han	7581.0
YHC07650	Han	7581.0
YHC07519	Han	7581.0
YHC07670	Han	7581.0
YHC07627	Han	7581.0
YHC07768	Han	7581.0
YHC05019	Han	7581.0
YHC07389	Han	7581.0
YHC02950	Han	7581.0
YHC07166	Han	7581.0
YHC07798	Han	7581.0
YHC04407	Han	7581.0
YHC07862	Han	7581.0
YHC07726	Han	7581.0
YHC07641	Han	7581.0
YHC07295	Han	7581.0
YHC07697	Han	7581.0
YHC07370	Han	7581.0
YHC05188	Han	7581.0
YHC07764	Han	7581.0
YHC05008	Han	7581.0
YHC07753	Han	7581.0
YHC07662	Han	7581.0
YHC07745	Han	7581.0
YHC07730	Han	7581.0
YHC05134	Han	7581.0
YHC07178	Han	7581.0
YHC07822	Han	7581.0
YHC02792	Han	7581.0
YHC07795	Han	7581.0
YHC07387	Han	7581.0
YHC07383	Han	7581.0
YHC07840	Han	7581.0
YHC02954	Han	7581.0
YHC05148	Han	7581.0
YHC07328	Han	7581.0
YHC07626	Han	7581.0
YHC07740	Han	7581.0
YHC07820	Han	7581.0
YHC07237	Han	7581.0
YHC02717	Han	7581.0
YHC07393	Han	7581.0
YHC07827	Han	7581.0
YHC07224	Han	7581.0
YHC02888	Han	7581.0
YHC07330	Han	7581.0
YHC02953	Han	7581.0
YHC07154	Han	7581.0
YHC07756	Han	7581.0
YHC07613	Han	7581.0
YHC04961	Han	7581.0
YHC05130	Han	7581.0
YHC07341	Han	7581.0
YHC07665	Han	7581.0
YHC07810	Han	7581.0
YHC07193	Han	7581.0
YHC04965	Han	7581.0
YHC07324	Han	7581.0
YHC02695	Han	7581.0
YHC07642	Han	7581.0
YHC07421	Han	7581.0
YHC07677	Han	7581.0
YHC07203	Han	7581.0
YHC07347	Han	7581.0
YHC07673	Han	7581.0
YHC02762	Han	7581.0
YHC02727	Han	7581.0
YHC07501	Han	7581.0
YHC07352	Han	7581.0
YHC02667	Han	7581.0
YHC04027	Han	7581.0
YHC06525	Han	7581.0
YHC02332	Han	7581.0
YHC01945	Han	7581.0
YHC05947	Han	7581.0
YHC07452	Han	7581.0
YHC01595	Han	7581.0
YHC03590	Han	7581.0
YHC05544	Han	7581.0
YHC06447	Han	7581.0
YHC06555	Han	7581.0
YHC04523	Han	7581.0
YHC06409	Han	7581.0
YHC00866	Han	7581.0
YHC06074	Han	7581.0
YHC02367	Han	7581.0
YHC05383	Han	7581.0
YHC03810	Han	7581.0
YHC05567	Han	7581.0
YHC01745	Han	7581.0
YHC00242	Han	7581.0
YHC06264	Han	7581.0
YHC02072	Han	7581.0
YHC01555	Han	7581.0
YHC04872	Han	7581.0
YHC07821	Han	7581.0
YHC07437	Han	7581.0
YHC04448	Han	7581.0
YHC03304	Han	7581.0
YHC01258	Han	7581.0
YHC06742	Han	7581.0
YHC06062	Han	7581.0
YHC01308	Han	7581.0
YHC00621	Han	7581.0
YHC03864	Han	7581.0
YHC00241	Han	7581.0
YHC03718	Han	7581.0
YHC02320	Han	7581.0
YHC04589	Han	7581.0
YHC01261	Han	7581.0
YHC02297	Han	7581.0
YHC00140	Han	7581.0
YHC04323	Han	7581.0
YHC02060	Han	7581.0
YHC02610	Han	7581.0
YHC00974	Han	7581.0
YHC01967	Han	7581.0
YHC04194	Han	7581.0
YHC07498	Han	7581.0
YHC03391	Han	7581.0
YHC05507	Han	7581.0
YHC02203	Han	7581.0
YHC01647	Han	7581.0
YHC00670	Han	7581.0
YHC02568	Han	7581.0
YHC02003	Han	7581.0
YHC03542	Han	7581.0
YHC04113	Han	7581.0
YHC01960	Han	7581.0
YHC03516	Han	7581.0
YHC00197	Han	7581.0
YHC03545	Han	7581.0
YHC03761	Han	7581.0
YHC00941	Han	7581.0
YHC00907	Han	7581.0
YHC06156	Han	7581.0
